tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,678,0.2265,51.011,0.3337,0.4578,0.587,1
500,asocial,2316,0.7735,53.543,0.0000,0.4443,0.000,0
1000,cultural,811,0.2705,67.882,1.0041,0.4574,1.239,2
1000,asocial,2187,0.7295,76.553,0.0000,0.4403,0.000,0
1500,cultural,507,0.1691,114.357,1.0106,0.4554,1.663,2
1500,asocial,2492,0.8309,99.619,0.0000,0.4402,0.000,0
2000,cultural,303,0.1010,208.734,1.0095,0.4396,1.627,2
2000,asocial,2696,0.8990,108.449,0.0000,0.4418,0.000,0
2500,cultural,202,0.0675,342.458,1.0194,0.4191,1.599,2
2500,asocial,2792,0.9325,114.152,0.0000,0.4467,0.000,0
3000,cultural,125,0.0418,496.407,1.0456,0.4065,1.624,2
3000,asocial,2864,0.9582,100.296,0.0000,0.4541,0.000,0
3500,cultural,56,0.0187,468.707,1.0582,0.4007,1.661,2
3500,asocial,2939,0.9813,85.715,0.0000,0.4653,0.000,0
4000,cultural,15,0.0050,247.733,1.0366,0.4080,1.667,2
4000,asocial,2980,0.9950,77.249,0.0000,0.4596,0.000,0
4500,cultural,12,0.0040,129.258,1.0273,0.4447,1.250,2
4500,asocial,2982,0.9960,74.999,0.0000,0.4603,0.000,0
5000,cultural,5,0.0017,87.879,0.9972,0.4534,1.000,1
5000,asocial,2990,0.9983,69.401,0.0000,0.4515,0.000,0
5500,cultural,4,0.0013,127.991,0.9972,0.4086,1.000,1
5500,asocial,2989,0.9987,54.191,0.0000,0.4504,0.000,0
6000,cultural,11,0.0037,47.671,0.9970,0.4967,1.000,1
6000,asocial,2985,0.9963,42.718,0.0000,0.4391,0.000,0
6500,cultural,19,0.0063,9.572,0.9972,0.4799,1.000,1
6500,asocial,2976,0.9937,34.949,0.0000,0.4306,0.000,0
7000,cultural,12,0.0040,14.409,0.9972,0.4138,1.000,1
7000,asocial,2985,0.9960,30.063,0.0000,0.4228,0.000,0
7500,cultural,16,0.0053,19.744,0.9775,0.4309,0.875,1
7500,asocial,2979,0.9947,25.478,0.0000,0.4200,0.000,0
8000,cultural,15,0.0050,16.882,0.9972,0.4250,1.000,1
8000,asocial,2978,0.9950,23.022,0.0000,0.4165,0.000,0
8500,cultural,11,0.0037,19.645,0.9972,0.3985,1.000,1
8500,asocial,2986,0.9963,23.320,0.0000,0.4123,0.000,0
9000,cultural,8,0.0027,20.170,0.9968,0.3832,1.000,1
9000,asocial,2988,0.9973,24.417,0.0000,0.4092,0.000,0
9500,cultural,3,0.0010,49.784,0.9972,0.3507,1.000,1
9500,asocial,2992,0.9990,24.962,0.0000,0.4084,0.000,0
10000,cultural,4,0.0013,60.385,0.9972,0.3780,1.000,1
10000,asocial,2993,0.9987,25.021,0.0000,0.4060,0.000,0
10500,cultural,6,0.0020,64.464,0.8321,0.3449,0.833,1
10500,asocial,2989,0.9980,25.261,0.0000,0.4063,0.000,0
11000,cultural,6,0.0020,38.934,0.8321,0.3750,0.833,1
11000,asocial,2988,0.9980,24.958,0.0000,0.4071,0.000,0
11500,cultural,5,0.0017,73.708,0.0091,0.3762,0.000,0
11500,asocial,2993,0.9983,25.851,0.0000,0.4081,0.000,0
12000,cultural,2,0.0007,216.828,0.0081,0.3077,0.000,0
12000,asocial,2991,0.9993,24.167,0.0000,0.4099,0.000,0
12500,cultural,4,0.0013,16.480,0.0097,0.4418,0.000,0
12500,asocial,2994,0.9987,25.090,0.0000,0.4082,0.000,0
13000,cultural,4,0.0013,14.167,0.0097,0.4153,0.000,0
13000,asocial,2991,0.9987,24.709,0.0000,0.4086,0.000,0
13500,cultural,3,0.0010,23.793,0.0091,0.3679,0.000,0
13500,asocial,2996,0.9990,24.613,0.0000,0.4088,0.000,0
14000,cultural,1,0.0003,24.734,0.0388,0.4972,0.000,0
14000,asocial,2992,0.9997,24.824,0.0000,0.4082,0.000,0
14500,cultural,5,0.0017,27.884,0.0344,0.3246,0.000,0
14500,asocial,2989,0.9983,25.260,0.0000,0.4090,0.000,0
15000,cultural,9,0.0030,18.445,0.0387,0.4204,0.000,0
15000,asocial,2987,0.9970,25.393,0.0000,0.4091,0.000,0
15500,cultural,6,0.0020,22.294,0.0388,0.4057,0.000,0
15500,asocial,2985,0.9980,25.937,0.0000,0.4065,0.000,0
16000,cultural,9,0.0030,19.878,0.0388,0.3881,0.000,0
16000,asocial,2982,0.9970,25.834,0.0000,0.4032,0.000,0
16500,cultural,4,0.0013,14.510,0.0373,0.4062,0.000,0
16500,asocial,2989,0.9987,26.333,0.0000,0.4011,0.000,0
17000,cultural,5,0.0017,21.364,0.0387,0.4203,0.000,0
17000,asocial,2990,0.9983,25.746,0.0000,0.4009,0.000,0
17500,cultural,9,0.0030,25.470,0.0388,0.4052,0.000,0
17500,asocial,2988,0.9970,26.282,0.0000,0.3989,0.000,0
18000,cultural,13,0.0043,21.576,0.0388,0.4031,0.000,0
18000,asocial,2982,0.9957,25.661,0.0000,0.3994,0.000,0
18500,cultural,16,0.0053,24.754,0.0388,0.3847,0.000,0
18500,asocial,2982,0.9947,26.759,0.0000,0.3984,0.000,0
19000,cultural,9,0.0030,12.496,0.0388,0.3594,0.000,0
19000,asocial,2988,0.9970,26.054,0.0000,0.3982,0.000,0
19500,cultural,6,0.0020,27.792,0.0352,0.4284,0.000,0
19500,asocial,2990,0.9980,26.669,0.0000,0.3990,0.000,0
20000,cultural,23,0.0077,20.890,0.0388,0.4207,0.000,0
20000,asocial,2975,0.9923,27.544,0.0000,0.4043,0.000,0
