tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,1805,0.9652,65.909,1.2130,0.4215,0.000,0
500,asocial,65,0.0348,61.087,0.0000,0.4241,0.000,0
1000,cultural,1055,0.9617,143.771,1.4144,0.4164,0.000,0
1000,asocial,42,0.0383,110.347,0.0000,0.4109,0.000,0
1500,cultural,742,0.9687,248.517,1.5753,0.4158,0.013,1
1500,asocial,24,0.0313,198.803,0.0000,0.3940,0.000,0
2000,cultural,621,0.9718,338.394,1.7010,0.4110,0.130,1
2000,asocial,18,0.0282,256.233,0.0000,0.3690,0.000,0
2500,cultural,482,0.9718,413.012,1.8092,0.3999,0.174,1
2500,asocial,14,0.0282,243.187,0.0000,0.3582,0.000,0
3000,cultural,285,0.9628,407.662,1.9257,0.3715,0.200,1
3000,asocial,11,0.0372,292.487,0.0000,0.3541,0.000,0
3500,cultural,178,0.9889,403.683,1.9894,0.3473,0.163,1
3500,asocial,2,0.0111,96.078,0.0000,0.3706,0.000,0
4000,cultural,106,1.0000,415.940,2.0606,0.3267,0.160,1
4000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
4500,cultural,84,1.0000,491.061,2.1248,0.3161,0.143,1
4500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
5000,cultural,61,1.0000,546.073,2.1712,0.3143,0.148,1
5000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
5500,cultural,45,1.0000,400.722,2.2407,0.3052,0.111,1
5500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
6000,cultural,32,1.0000,460.968,2.2822,0.2974,0.031,1
6000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
6500,cultural,26,1.0000,458.718,2.3625,0.2929,0.000,0
6500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
7000,cultural,17,1.0000,436.960,2.3838,0.2848,0.000,0
7000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
7500,cultural,15,1.0000,554.363,2.3887,0.2888,0.000,0
7500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
8000,cultural,12,1.0000,611.772,2.3876,0.2941,0.000,0
8000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
8500,cultural,11,1.0000,536.534,2.3971,0.3125,0.000,0
8500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
9000,cultural,8,1.0000,549.720,2.4403,0.3212,0.000,0
9000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
9500,cultural,7,1.0000,300.463,2.4731,0.3704,0.000,0
9500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
10000,cultural,8,1.0000,429.024,2.4771,0.3646,0.000,0
10000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
10500,cultural,11,1.0000,409.057,2.5025,0.3964,0.000,0
10500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
11000,cultural,10,1.0000,642.044,2.5217,0.3915,0.000,0
11000,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
11500,cultural,10,1.0000,823.465,2.5270,0.3915,0.000,0
11500,asocial,0,0.0000,0.000,0.0000,0.0000,0.000,0
12000,cultural,21,0.9545,358.832,2.6312,0.3943,0.000,0
12000,asocial,1,0.0455,82.773,0.0000,0.4228,0.000,0
12500,cultural,23,0.9583,423.002,2.6994,0.3941,0.000,0
12500,asocial,1,0.0417,282.662,0.0000,0.4228,0.000,0
13000,cultural,23,0.9583,447.315,2.7129,0.3752,0.000,0
13000,asocial,1,0.0417,612.938,0.0000,0.4228,0.000,0
13500,cultural,24,0.9600,525.884,2.7290,0.3632,0.000,0
13500,asocial,1,0.0400,957.615,0.0000,0.4228,0.000,0
14000,cultural,30,0.9677,500.745,2.7975,0.3436,0.000,0
14000,asocial,1,0.0323,1324.477,0.0000,0.4228,0.000,0
14500,cultural,40,0.9524,402.288,2.8619,0.3599,0.000,0
14500,asocial,2,0.0476,856.657,0.0000,0.4459,0.000,0
15000,cultural,49,0.9608,363.126,2.9443,0.3505,0.000,0
15000,asocial,2,0.0392,1113.851,0.0000,0.4459,0.000,0
15500,cultural,73,0.8588,286.013,3.0612,0.3885,0.000,0
15500,asocial,12,0.1412,107.834,0.0000,0.4265,0.000,0
16000,cultural,76,0.7835,271.388,3.1771,0.3774,0.000,0
16000,asocial,21,0.2165,130.569,0.0000,0.3858,0.000,0
16500,cultural,85,0.7265,235.372,3.2441,0.3918,0.000,0
16500,asocial,32,0.2735,140.122,0.0000,0.3841,0.000,0
17000,cultural,95,0.6597,202.469,3.3100,0.3921,0.000,0
17000,asocial,49,0.3403,125.230,0.0000,0.3778,0.000,0
17500,cultural,118,0.6941,190.075,3.4310,0.3888,0.000,0
17500,asocial,52,0.3059,132.143,0.0000,0.3674,0.000,0
18000,cultural,121,0.7246,199.896,3.5109,0.3803,0.000,0
18000,asocial,46,0.2754,127.999,0.0000,0.3793,0.000,0
18500,cultural,131,0.7751,167.154,3.6626,0.3720,0.000,0
18500,asocial,38,0.2249,156.390,0.0000,0.3799,0.000,0
19000,cultural,122,0.8079,179.772,3.7547,0.3650,0.000,0
19000,asocial,29,0.1921,193.563,0.0000,0.3738,0.000,0
19500,cultural,86,0.8350,163.874,3.8314,0.3659,0.000,0
19500,asocial,17,0.1650,224.753,0.0000,0.3841,0.000,0
20000,cultural,74,0.8810,211.555,3.9020,0.3585,0.000,0
20000,asocial,10,0.1190,270.106,0.0000,0.3871,0.000,0
