tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,421,0.1404,56.195,0.7130,0.4580,0.000,0
500,asocial,2578,0.8596,57.060,0.0000,0.4380,0.000,0
1000,cultural,432,0.1444,55.017,0.9280,0.4668,0.000,0
1000,asocial,2559,0.8556,76.613,0.0000,0.4338,0.000,0
1500,cultural,319,0.1262,59.716,1.0067,0.4639,0.000,0
1500,asocial,2208,0.8738,100.330,0.0000,0.4318,0.000,0
2000,cultural,228,0.1114,66.790,0.9880,0.4589,0.000,0
2000,asocial,1819,0.8886,132.121,0.0000,0.4123,0.000,0
2500,cultural,127,0.0686,86.017,1.0178,0.4579,0.000,0
2500,asocial,1723,0.9314,145.200,0.0000,0.3820,0.000,0
