tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,426,0.1421,50.297,0.4475,0.0000,0.000,0
500,asocial,2572,0.8579,49.070,0.0000,0.0000,0.000,0
1000,cultural,852,0.2844,68.540,1.7756,0.0000,0.000,0
1000,asocial,2144,0.7156,78.583,0.0000,0.0000,0.000,0
1500,cultural,1292,0.4308,63.882,3.4542,0.0000,0.000,0
1500,asocial,1707,0.5692,118.322,0.0000,0.0000,0.000,0
2000,cultural,1749,0.5832,64.311,4.2089,0.0000,0.000,0
2000,asocial,1250,0.4168,173.892,0.0000,0.0000,0.000,0
2500,cultural,2100,0.7005,62.219,5.7939,0.0000,0.000,1
2500,asocial,898,0.2995,241.982,0.0000,0.0000,0.000,0
