tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,979,0.3264,46.738,0.7059,0.0000,0.001,1
500,asocial,2020,0.6736,54.068,0.0000,0.0000,0.000,0
1000,cultural,1281,0.4279,57.946,1.5725,0.0000,0.001,1
1000,asocial,1713,0.5721,77.620,0.0000,0.0000,0.000,0
1500,cultural,1211,0.4041,78.900,2.0309,0.0000,0.045,1
1500,asocial,1786,0.5959,112.177,0.0000,0.0000,0.000,0
2000,cultural,1555,0.5192,78.200,4.3179,0.0000,0.036,1
2000,asocial,1440,0.4808,146.969,0.0000,0.0000,0.000,0
2500,cultural,1961,0.6554,88.946,5.4536,0.0000,0.037,1
2500,asocial,1031,0.3446,203.219,0.0000,0.0000,0.000,0
3000,cultural,2411,0.8055,70.891,7.0037,0.0000,0.029,1
3000,asocial,582,0.1945,243.153,0.0000,0.0000,0.000,0
