tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,489,0.1633,58.674,0.5783,0.4375,0.000,0
500,asocial,2505,0.8367,51.599,0.0000,0.4453,0.000,0
1000,cultural,395,0.1318,94.667,0.6957,0.4276,0.000,0
1000,asocial,2601,0.8682,71.204,0.0000,0.4438,0.000,0
1500,cultural,297,0.1077,135.600,0.7325,0.4243,0.000,0
1500,asocial,2461,0.8923,86.834,0.0000,0.4399,0.000,0
2000,cultural,246,0.1060,163.803,0.7351,0.4078,0.000,0
2000,asocial,2074,0.8940,104.291,0.0000,0.4191,0.000,0
2500,cultural,286,0.0955,134.833,0.5729,0.4528,0.000,0
2500,asocial,2708,0.9045,97.318,0.0000,0.4539,0.000,0
3000,cultural,199,0.0664,119.582,0.7426,0.4812,0.000,0
3000,asocial,2798,0.9336,91.105,0.0000,0.5027,0.000,0
3500,cultural,96,0.0321,142.389,0.7281,0.4649,0.000,0
3500,asocial,2895,0.9679,91.594,0.0000,0.5218,0.000,0
4000,cultural,62,0.0207,213.892,0.6997,0.4598,0.000,0
4000,asocial,2932,0.9793,102.168,0.0000,0.5268,0.000,0
4500,cultural,39,0.0130,279.777,0.6659,0.4612,0.000,0
4500,asocial,2957,0.9870,104.329,0.0000,0.5323,0.000,0
5000,cultural,21,0.0070,184.186,0.7679,0.5386,0.000,0
5000,asocial,2975,0.9930,103.072,0.0000,0.5331,0.000,0
5500,cultural,16,0.0053,199.969,0.7782,0.5322,0.000,0
5500,asocial,2976,0.9947,99.310,0.0000,0.5349,0.000,0
6000,cultural,3,0.0010,175.954,0.7786,0.4487,0.000,0
6000,asocial,2991,0.9990,88.516,0.0000,0.5369,0.000,0
6500,cultural,6,0.0020,122.333,0.6988,0.5480,0.000,0
6500,asocial,2988,0.9980,74.982,0.0000,0.5305,0.000,0
7000,cultural,10,0.0033,110.902,0.7766,0.5743,0.000,0
7000,asocial,2987,0.9967,67.595,0.0000,0.5240,0.000,0
7500,cultural,5,0.0017,256.313,0.7786,0.5597,0.000,0
7500,asocial,2986,0.9983,56.911,0.0000,0.5219,0.000,0
8000,cultural,5,0.0017,224.797,0.7786,0.5859,0.000,0
8000,asocial,2986,0.9983,51.227,0.0000,0.5197,0.000,0
8500,cultural,8,0.0027,181.286,0.7621,0.5584,0.000,0
8500,asocial,2987,0.9973,45.094,0.0000,0.5157,0.000,0
9000,cultural,8,0.0027,219.848,0.7786,0.5681,0.000,0
9000,asocial,2983,0.9973,38.088,0.0000,0.5158,0.000,0
9500,cultural,8,0.0027,253.857,0.7786,0.5520,0.000,0
9500,asocial,2982,0.9973,32.986,0.0000,0.5095,0.000,0
10000,cultural,5,0.0017,229.383,0.7871,0.5302,0.000,0
10000,asocial,2983,0.9983,41.309,0.0000,0.5070,0.000,0
10500,cultural,4,0.0013,21.286,0.5895,0.5321,0.000,0
10500,asocial,2985,0.9987,45.794,0.0000,0.4940,0.000,0
11000,cultural,2,0.0007,20.224,0.3977,0.4540,0.000,0
11000,asocial,2992,0.9993,57.099,0.0000,0.4823,0.000,0
11500,cultural,4,0.0013,37.832,0.1997,0.5153,0.000,0
11500,asocial,2988,0.9987,62.432,0.0000,0.4799,0.000,0
12000,cultural,7,0.0023,33.271,0.1198,0.4737,0.000,0
12000,asocial,2984,0.9977,64.615,0.0000,0.4749,0.000,0
12500,cultural,17,0.0057,38.468,0.0164,0.4177,0.000,0
12500,asocial,2978,0.9943,61.331,0.0000,0.4729,0.000,0
13000,cultural,24,0.0080,29.358,0.0163,0.4394,0.000,0
13000,asocial,2971,0.9920,60.688,0.0000,0.4761,0.000,0
13500,cultural,56,0.0187,41.581,0.0351,0.4721,0.000,0
13500,asocial,2943,0.9813,58.341,0.0000,0.4747,0.000,0
14000,cultural,59,0.0197,36.083,0.0436,0.4428,0.000,0
14000,asocial,2932,0.9803,51.809,0.0000,0.4565,0.000,0
14500,cultural,73,0.0244,41.493,0.0847,0.4433,0.000,0
14500,asocial,2924,0.9756,53.157,0.0000,0.4394,0.000,0
15000,cultural,75,0.0251,45.173,0.0964,0.4264,0.000,0
15000,asocial,2913,0.9749,53.528,0.0000,0.4249,0.000,0
15500,cultural,57,0.0190,36.321,0.1006,0.4095,0.000,0
15500,asocial,2941,0.9810,55.392,0.0000,0.4329,0.000,0
16000,cultural,34,0.0114,41.618,0.0950,0.3874,0.000,0
16000,asocial,2960,0.9886,58.137,0.0000,0.4413,0.000,0
16500,cultural,28,0.0094,41.858,0.1129,0.3887,0.000,0
16500,asocial,2966,0.9906,56.632,0.0000,0.4495,0.000,0
17000,cultural,36,0.0120,45.711,0.1348,0.4288,0.000,0
17000,asocial,2962,0.9880,57.861,0.0000,0.4583,0.000,0
17500,cultural,31,0.0103,38.411,0.1319,0.4198,0.000,0
17500,asocial,2965,0.9897,53.043,0.0000,0.4619,0.000,0
18000,cultural,18,0.0060,42.198,0.1283,0.4027,0.000,0
18000,asocial,2980,0.9940,54.817,0.0000,0.4638,0.000,0
18500,cultural,15,0.0050,35.244,0.1111,0.4280,0.000,0
18500,asocial,2979,0.9950,52.224,0.0000,0.4733,0.000,0
19000,cultural,15,0.0050,45.030,0.0732,0.5024,0.000,0
19000,asocial,2975,0.9950,51.728,0.0000,0.4856,0.000,0
19500,cultural,11,0.0037,36.053,0.0649,0.5081,0.000,0
19500,asocial,2984,0.9963,54.194,0.0000,0.4897,0.000,0
20000,cultural,8,0.0027,35.517,0.0551,0.4916,0.000,0
20000,asocial,2988,0.9973,60.782,0.0000,0.4752,0.000,0
