tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,30,0.0100,32.385,0.0310,0.4302,0.000,0
500,asocial,2965,0.9900,60.692,0.0029,0.4535,0.000,0
1000,cultural,22,0.0074,53.187,0.0984,0.4124,0.000,0
1000,asocial,2970,0.9926,78.081,0.0048,0.4473,0.000,0
1500,cultural,12,0.0041,117.489,0.1404,0.3742,0.000,0
1500,asocial,2909,0.9959,104.194,0.0059,0.4450,0.000,0
2000,cultural,12,0.0046,144.324,0.2117,0.3677,0.000,0
2000,asocial,2594,0.9954,122.170,0.0111,0.4268,0.000,0
2500,cultural,13,0.0054,144.228,0.2057,0.3768,0.000,0
2500,asocial,2412,0.9946,128.575,0.0149,0.4004,0.000,0
