tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,65.814,0.1542,0.0000,0.000,0
500,asocial,2975,0.9933,53.436,0.0346,0.0000,0.000,0
1000,cultural,22,0.0073,41.240,0.6315,0.0000,0.000,0
1000,asocial,2976,0.9927,70.532,0.2648,0.0000,0.000,0
1500,cultural,104,0.0347,37.931,1.4468,0.0000,0.000,0
1500,asocial,2891,0.9653,96.990,0.5327,0.0000,0.039,1
2000,cultural,80,0.0267,45.461,2.3834,0.0000,0.013,1
2000,asocial,2916,0.9733,119.145,1.1886,0.0000,0.040,1
2500,cultural,57,0.0190,50.801,3.8506,0.0000,0.018,1
2500,asocial,2940,0.9810,128.178,2.0022,0.0000,0.036,1
