tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,22,0.0073,46.849,0.0559,0.4734,0.000,0
500,asocial,2975,0.9927,55.627,0.0056,0.4352,0.000,0
1000,cultural,13,0.0043,70.291,0.1261,0.4446,0.000,0
1000,asocial,2979,0.9957,80.894,0.0400,0.4351,0.000,0
1500,cultural,9,0.0030,108.073,0.1671,0.4398,0.000,0
1500,asocial,2984,0.9970,109.024,0.0980,0.4503,0.000,0
2000,cultural,2,0.0007,558.701,0.2237,0.3872,0.000,0
2000,asocial,2989,0.9993,131.032,0.1543,0.4580,0.000,0
2500,cultural,2,0.0007,612.928,0.2603,0.3872,0.000,0
2500,asocial,2993,0.9993,153.099,0.1869,0.4608,0.000,0
