tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,25,0.0083,36.160,0.0909,0.4716,0.000,0
500,asocial,2972,0.9917,62.009,0.0025,0.4500,0.000,0
1000,cultural,13,0.0043,40.741,0.1965,0.4726,0.000,0
1000,asocial,2983,0.9957,81.838,0.0140,0.4459,0.000,0
1500,cultural,9,0.0030,33.978,0.1935,0.4707,0.000,0
1500,asocial,2986,0.9970,102.518,0.0169,0.4504,0.000,0
2000,cultural,4,0.0013,43.630,0.3776,0.4813,0.000,0
2000,asocial,2994,0.9987,118.978,0.1192,0.4575,0.000,0
2500,cultural,1,0.0003,69.127,1.1532,0.4136,0.000,0
2500,asocial,2995,0.9997,134.576,0.2117,0.4515,0.000,0
