tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,61.851,0.1122,0.4768,0.000,0
500,asocial,2974,0.9933,53.458,0.0050,0.4550,0.000,0
1000,cultural,41,0.0137,27.606,0.7366,0.4969,0.000,0
1000,asocial,2954,0.9863,70.380,0.2137,0.4567,0.000,0
1500,cultural,29,0.0097,53.305,0.9269,0.4761,0.000,0
1500,asocial,2967,0.9903,89.423,0.4336,0.4502,0.000,1
2000,cultural,16,0.0057,128.932,0.8659,0.4766,0.000,0
2000,asocial,2813,0.9943,105.660,0.5104,0.4326,0.007,1
2500,cultural,11,0.0048,225.747,0.7608,0.4735,0.091,1
2500,asocial,2281,0.9952,128.419,0.5575,0.4105,0.023,1
