tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,19,0.0064,27.858,0.3382,0.4942,0.000,0
500,asocial,2972,0.9936,54.694,0.0381,0.4396,0.000,0
1000,cultural,6,0.0020,48.912,0.4715,0.4792,0.000,0
1000,asocial,2992,0.9980,82.129,0.0620,0.4410,0.000,1
1500,cultural,4,0.0013,47.523,0.5898,0.4651,0.000,0
1500,asocial,2993,0.9987,93.672,0.0468,0.4441,0.000,0
2000,cultural,2,0.0007,62.018,0.6288,0.4687,0.000,0
2000,asocial,2996,0.9993,91.695,0.0309,0.4402,0.000,0
2500,cultural,1,0.0003,88.058,0.6269,0.4340,0.000,0
2500,asocial,2995,0.9997,84.851,0.0198,0.4330,0.000,0
