tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,38.350,0.0673,0.4853,0.000,0
500,asocial,2977,0.9933,56.663,0.0046,0.4507,0.000,0
1000,cultural,12,0.0040,21.978,0.0839,0.4808,0.000,0
1000,asocial,2987,0.9960,71.173,0.0147,0.4562,0.000,0
1500,cultural,3,0.0010,49.952,0.1466,0.4813,0.000,0
1500,asocial,2991,0.9990,88.973,0.0361,0.4632,0.000,1
2000,cultural,2,0.0007,44.832,0.2254,0.4776,0.000,0
2000,asocial,2993,0.9993,106.763,0.0641,0.4460,0.000,1
2500,cultural,1,0.0003,54.305,0.3051,0.4631,0.000,0
2500,asocial,2947,0.9997,117.455,0.0667,0.4175,0.000,0
