tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,27,0.0090,46.825,0.0901,0.4714,0.000,0
500,asocial,2970,0.9910,52.572,0.0019,0.4579,0.000,0
1000,cultural,14,0.0054,87.972,0.0933,0.4544,0.000,0
1000,asocial,2559,0.9946,75.838,0.0018,0.4465,0.000,0
1500,cultural,4,0.0023,341.286,0.0857,0.3781,0.000,0
1500,asocial,1713,0.9977,117.843,0.0018,0.4355,0.000,0
2000,cultural,7,0.0048,249.500,0.1769,0.3105,0.000,0
2000,asocial,1458,0.9952,152.155,0.0031,0.4121,0.000,0
2500,cultural,6,0.0051,311.087,0.1771,0.3181,0.000,0
2500,asocial,1177,0.9949,167.579,0.0075,0.3906,0.000,0
