tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,29,0.0097,36.473,0.0612,0.4761,0.000,0
500,asocial,2965,0.9903,49.798,0.0009,0.4636,0.000,0
1000,cultural,18,0.0061,61.871,0.0849,0.4530,0.000,0
1000,asocial,2952,0.9939,66.879,0.0026,0.4605,0.000,0
1500,cultural,5,0.0022,206.905,0.0841,0.4226,0.000,0
1500,asocial,2266,0.9978,97.221,0.0062,0.4434,0.000,0
2000,cultural,4,0.0021,232.348,0.1047,0.4104,0.000,0
2000,asocial,1909,0.9979,128.528,0.0101,0.4235,0.000,0
2500,cultural,4,0.0025,206.551,0.1370,0.4104,0.000,0
2500,asocial,1585,0.9975,154.111,0.0163,0.4116,0.000,0
