tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,25,0.0084,32.066,0.1112,0.4910,0.000,0
500,asocial,2969,0.9916,54.843,0.0120,0.4373,0.000,0
1000,cultural,12,0.0042,55.710,0.1254,0.4805,0.000,0
1000,asocial,2824,0.9958,74.768,0.0132,0.4257,0.000,0
1500,cultural,5,0.0023,115.047,0.1457,0.4603,0.000,0
1500,asocial,2210,0.9977,97.046,0.0165,0.4139,0.000,0
2000,cultural,2,0.0012,260.910,0.2013,0.3965,0.000,0
2000,asocial,1718,0.9988,126.125,0.0228,0.4090,0.000,0
2500,cultural,2,0.0007,237.264,0.2073,0.3965,0.000,0
2500,asocial,2996,0.9993,97.748,0.0746,0.4712,0.000,0
