tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,29,0.0097,36.473,0.0932,0.4761,0.000,0
500,asocial,2965,0.9903,49.798,0.0012,0.4636,0.000,0
1000,cultural,18,0.0062,61.728,0.1554,0.4530,0.000,0
1000,asocial,2899,0.9938,67.479,0.0056,0.4586,0.000,0
1500,cultural,5,0.0022,201.557,0.1522,0.4226,0.000,0
1500,asocial,2318,0.9978,96.188,0.0059,0.4396,0.000,0
2000,cultural,4,0.0020,230.047,0.1279,0.4104,0.000,0
2000,asocial,1951,0.9980,128.434,0.0062,0.4244,0.000,0
2500,cultural,3,0.0019,273.619,0.0853,0.4032,0.000,0
2500,asocial,1608,0.9981,161.794,0.0076,0.4116,0.000,0
