tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,25,0.0083,48.876,0.4168,0.0000,0.000,0
500,asocial,2973,0.9917,49.247,0.0606,0.0000,0.000,0
1000,cultural,20,0.0067,69.510,1.6478,0.0000,0.000,0
1000,asocial,2976,0.9933,75.769,0.4973,0.0000,0.000,0
1500,cultural,8,0.0027,200.064,3.2979,0.0000,0.000,0
1500,asocial,2991,0.9973,94.587,1.4833,0.0000,0.000,0
2000,cultural,7,0.0023,292.938,4.1614,0.0000,0.000,0
2000,asocial,2992,0.9977,109.557,2.4506,0.0000,0.000,0
2500,cultural,5,0.0017,472.981,5.6788,0.0000,0.000,0
2500,asocial,2993,0.9983,115.468,4.0557,0.0000,0.000,1
