tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,25,0.0084,20.731,0.5690,0.4906,0.000,0
500,asocial,2969,0.9916,53.024,0.0905,0.4436,0.000,0
1000,cultural,7,0.0023,26.707,0.7071,0.4989,0.000,0
1000,asocial,2989,0.9977,74.409,0.0903,0.4416,0.000,0
1500,cultural,2,0.0007,33.526,0.7352,0.4473,0.000,0
1500,asocial,2756,0.9993,92.128,0.0784,0.4382,0.000,0
2000,cultural,1,0.0004,41.000,0.7769,0.4216,0.000,0
2000,asocial,2319,0.9996,110.632,0.0776,0.4179,0.000,0
2500,cultural,1,0.0003,17.346,0.7786,0.4216,0.000,0
2500,asocial,2993,0.9997,100.930,0.0545,0.4538,0.000,0
