tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,69.236,0.0788,0.4735,0.000,0
500,asocial,2972,0.9933,55.287,0.0026,0.4585,0.000,0
1000,cultural,19,0.0063,49.785,0.1116,0.4620,0.000,0
1000,asocial,2977,0.9937,68.189,0.0031,0.4555,0.000,0
1500,cultural,11,0.0037,61.183,0.1289,0.4356,0.000,0
1500,asocial,2986,0.9963,82.953,0.0026,0.4598,0.000,0
2000,cultural,4,0.0013,170.109,0.1475,0.4128,0.000,0
2000,asocial,2991,0.9987,97.836,0.0044,0.4712,0.000,0
2500,cultural,2,0.0007,384.157,0.1608,0.3736,0.000,0
2500,asocial,2994,0.9993,108.227,0.0036,0.5148,0.000,0
