tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,67.184,0.0427,0.5084,0.000,0
500,asocial,2979,0.9933,36.674,0.0001,0.4885,0.000,0
1000,cultural,20,0.0067,55.016,0.1173,0.5084,0.000,0
1000,asocial,2979,0.9933,40.483,0.0105,0.4843,0.000,0
1500,cultural,18,0.0060,52.709,0.2153,0.5085,0.000,0
1500,asocial,2977,0.9940,45.880,0.0244,0.4793,0.000,0
2000,cultural,16,0.0053,59.244,0.2969,0.5078,0.000,0
2000,asocial,2982,0.9947,55.712,0.0318,0.4732,0.000,0
2500,cultural,17,0.0057,30.931,0.2047,0.5113,0.000,0
2500,asocial,2974,0.9943,61.899,0.0308,0.4584,0.000,0
