tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,130.464,0.0613,0.4919,0.000,0
500,asocial,2975,0.9933,46.462,0.0011,0.4683,0.000,0
1000,cultural,76,0.0254,31.294,0.5054,0.5013,0.000,0
1000,asocial,2919,0.9746,64.386,0.1067,0.4684,0.000,0
1500,cultural,47,0.0157,38.613,0.8207,0.4999,0.000,0
1500,asocial,2947,0.9843,85.699,0.1870,0.4670,0.000,0
2000,cultural,36,0.0142,31.574,0.9434,0.4946,0.000,0
2000,asocial,2504,0.9858,113.810,0.1470,0.4583,0.000,0
2500,cultural,18,0.0061,30.814,0.9240,0.4785,0.000,0
2500,asocial,2933,0.9939,111.646,0.0970,0.4735,0.000,0
