tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,24,0.0080,48.282,0.0633,0.4844,0.000,0
500,asocial,2972,0.9920,35.867,0.0008,0.4850,0.000,0
1000,cultural,22,0.0073,47.245,0.0706,0.4840,0.000,0
1000,asocial,2975,0.9927,44.066,0.0031,0.4771,0.000,0
1500,cultural,19,0.0063,47.756,0.1522,0.4951,0.000,0
1500,asocial,2975,0.9937,54.326,0.0063,0.4680,0.000,0
2000,cultural,18,0.0060,39.721,0.2874,0.4961,0.000,0
2000,asocial,2978,0.9940,75.370,0.0077,0.4645,0.000,0
2500,cultural,17,0.0057,32.082,0.2955,0.5014,0.000,0
2500,asocial,2981,0.9943,93.309,0.0086,0.4671,0.000,0
