tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,118,0.0394,37.011,0.0863,0.4703,0.000,0
500,asocial,2879,0.9606,31.952,0.0000,0.4829,0.000,0
1000,cultural,167,0.0558,38.820,0.2034,0.4814,0.000,0
1000,asocial,2827,0.9442,40.389,0.0000,0.4782,0.000,0
1500,cultural,143,0.0477,46.252,0.2291,0.4740,0.000,0
1500,asocial,2856,0.9523,51.532,0.0000,0.4721,0.000,0
2000,cultural,148,0.0494,56.261,0.3836,0.4555,0.000,0
2000,asocial,2848,0.9506,64.198,0.0000,0.4588,0.000,0
2500,cultural,126,0.0420,63.900,0.4306,0.4509,0.000,0
2500,asocial,2871,0.9580,73.354,0.0000,0.4430,0.000,0
