tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,22,0.0074,58.233,0.0428,0.4951,0.000,0
500,asocial,2971,0.9926,32.963,0.0004,0.4822,0.000,0
1000,cultural,22,0.0073,51.530,0.0814,0.4951,0.000,0
1000,asocial,2977,0.9927,39.884,0.0015,0.4682,0.000,0
1500,cultural,22,0.0073,41.512,0.1303,0.4951,0.000,0
1500,asocial,2976,0.9927,45.018,0.0060,0.4547,0.000,0
2000,cultural,19,0.0063,39.046,0.1977,0.4899,0.000,0
2000,asocial,2977,0.9937,52.438,0.0079,0.4482,0.000,0
2500,cultural,14,0.0047,43.089,0.2353,0.4785,0.000,0
2500,asocial,2983,0.9953,64.070,0.0084,0.4454,0.000,0
