tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,24,0.0080,129.756,0.4613,0.4862,0.000,0
500,asocial,2971,0.9920,53.237,0.0846,0.4713,0.000,0
1000,cultural,49,0.0164,56.974,0.7750,0.4824,0.000,0
1000,asocial,2947,0.9836,87.178,0.0992,0.4635,0.000,0
1500,cultural,40,0.0133,84.660,0.7919,0.4853,0.000,0
1500,asocial,2958,0.9867,116.810,0.0587,0.4765,0.000,0
2000,cultural,31,0.0104,106.796,0.7921,0.4841,0.000,0
2000,asocial,2963,0.9896,129.579,0.0423,0.4826,0.000,0
2500,cultural,28,0.0093,105.429,0.7921,0.4826,0.000,0
2500,asocial,2968,0.9907,134.682,0.0294,0.4846,0.000,0
