tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,208,0.0694,30.372,0.9126,0.4716,0.000,0
500,asocial,2788,0.9306,56.694,0.1240,0.4615,0.000,0
1000,cultural,193,0.0644,43.212,1.3834,0.4682,0.000,0
1000,asocial,2804,0.9356,75.634,0.1997,0.4592,0.000,0
1500,cultural,132,0.0441,57.512,1.4756,0.4535,0.000,0
1500,asocial,2861,0.9559,100.826,0.1788,0.4278,0.000,0
2000,cultural,85,0.0283,83.396,1.4922,0.4402,0.000,0
2000,asocial,2915,0.9717,117.912,0.1290,0.3931,0.000,0
2500,cultural,59,0.0197,116.024,1.5100,0.4387,0.000,0
2500,asocial,2939,0.9803,128.425,0.1012,0.3837,0.000,0
