tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,66,0.0221,33.951,0.0785,0.4873,0.000,0
500,asocial,2925,0.9779,30.611,0.0000,0.4796,0.000,0
1000,cultural,73,0.0244,38.671,0.0922,0.4751,0.000,0
1000,asocial,2924,0.9756,38.821,0.0000,0.4740,0.000,0
1500,cultural,160,0.0535,41.465,0.1777,0.4905,0.000,0
1500,asocial,2833,0.9465,47.134,0.0000,0.4707,0.000,0
2000,cultural,607,0.2027,39.772,0.6349,0.4858,0.000,0
2000,asocial,2388,0.7973,59.508,0.0000,0.4650,0.000,0
2500,cultural,674,0.2252,44.925,1.2263,0.4728,0.000,0
2500,asocial,2319,0.7748,69.419,0.0000,0.4468,0.000,0
