tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,25,0.0084,58.100,0.2426,0.4689,0.000,0
500,asocial,2965,0.9916,48.153,0.0358,0.4774,0.000,0
1000,cultural,26,0.0087,51.501,0.4658,0.4462,0.000,0
1000,asocial,2973,0.9913,75.530,0.1272,0.5219,0.000,0
1500,cultural,19,0.0063,51.557,0.8032,0.4523,0.000,0
1500,asocial,2977,0.9937,91.621,0.1056,0.5572,0.005,1
2000,cultural,13,0.0043,53.701,0.9336,0.4563,0.000,0
2000,asocial,2986,0.9957,99.063,0.0793,0.5722,0.007,1
2500,cultural,10,0.0033,57.014,0.9337,0.4615,0.000,0
2500,asocial,2985,0.9967,103.877,0.0580,0.5796,0.009,1
