tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,55.410,0.1601,0.4758,0.000,0
500,asocial,2972,0.9933,30.339,0.0267,0.4805,0.000,0
1000,cultural,20,0.0067,61.860,0.7143,0.4758,0.000,0
1000,asocial,2978,0.9933,38.252,0.3614,0.4802,0.000,0
1500,cultural,19,0.0063,42.902,1.8905,0.4745,0.000,0
1500,asocial,2976,0.9937,47.527,0.7410,0.4717,0.000,0
2000,cultural,20,0.0067,37.766,2.7199,0.4764,0.000,0
2000,asocial,2973,0.9933,57.024,1.0711,0.4608,0.000,0
2500,cultural,19,0.0076,27.396,3.1047,0.4903,0.000,0
2500,asocial,2472,0.9924,68.247,1.2628,0.4577,0.002,1
