tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,65.603,0.0671,0.4945,0.000,0
500,asocial,2979,0.9933,36.254,0.0010,0.4817,0.000,0
1000,cultural,20,0.0067,65.067,0.1037,0.4945,0.000,0
1000,asocial,2977,0.9933,50.136,0.0018,0.4704,0.000,0
1500,cultural,20,0.0067,62.749,0.1458,0.4945,0.000,0
1500,asocial,2976,0.9933,61.135,0.0095,0.4612,0.000,0
2000,cultural,22,0.0073,45.597,0.2214,0.5008,0.000,0
2000,asocial,2975,0.9927,70.991,0.0165,0.4512,0.000,0
2500,cultural,19,0.0063,59.289,0.2522,0.5096,0.000,0
2500,asocial,2978,0.9937,78.329,0.0313,0.4384,0.000,0
