tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,96,0.0320,49.115,0.1390,0.4604,0.000,0
500,asocial,2901,0.9680,35.579,0.0000,0.4858,0.000,0
1000,cultural,112,0.0374,44.211,0.1530,0.4617,0.000,0
1000,asocial,2886,0.9626,44.077,0.0000,0.4795,0.000,0
1500,cultural,288,0.0961,43.376,0.2526,0.4717,0.000,0
1500,asocial,2709,0.9039,54.739,0.0000,0.4723,0.000,0
2000,cultural,243,0.0810,57.706,0.2866,0.4616,0.000,0
2000,asocial,2756,0.9190,67.940,0.0000,0.4632,0.000,0
2500,cultural,234,0.0781,68.003,0.3176,0.4538,0.000,0
2500,asocial,2764,0.9219,77.210,0.0000,0.4459,0.000,0
