tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,53,0.0177,51.989,0.5082,0.4824,0.000,0
500,asocial,2939,0.9823,45.146,0.0401,0.4645,0.000,0
1000,cultural,55,0.0184,64.915,0.6033,0.4842,0.000,0
1000,asocial,2941,0.9816,68.906,0.0632,0.4646,0.000,0
1500,cultural,43,0.0186,75.692,0.6809,0.4810,0.000,0
1500,asocial,2274,0.9814,100.444,0.0774,0.4522,0.000,0
2000,cultural,33,0.0149,88.789,0.7293,0.4802,0.000,0
2000,asocial,2178,0.9851,140.954,0.0885,0.4271,0.000,0
2500,cultural,29,0.0144,85.490,0.8119,0.4797,0.000,0
2500,asocial,1981,0.9856,170.497,0.0894,0.4059,0.000,0
