tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,48.271,0.1070,0.4689,0.000,0
500,asocial,2977,0.9933,29.756,0.0058,0.4798,0.000,0
1000,cultural,20,0.0067,53.126,0.1312,0.4689,0.000,0
1000,asocial,2978,0.9933,37.483,0.0067,0.4817,0.000,0
1500,cultural,32,0.0107,33.304,0.1417,0.4881,0.000,0
1500,asocial,2967,0.9893,44.615,0.0087,0.4781,0.000,0
2000,cultural,28,0.0093,29.594,0.1606,0.4865,0.000,0
2000,asocial,2968,0.9907,54.167,0.0131,0.4705,0.000,0
2500,cultural,23,0.0080,19.219,0.1990,0.4856,0.000,0
2500,asocial,2842,0.9920,65.420,0.0135,0.4580,0.000,0
