tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,71.432,0.0391,0.4773,0.000,0
500,asocial,2976,0.9933,32.801,0.0002,0.4836,0.000,0
1000,cultural,20,0.0067,63.507,0.0546,0.4773,0.000,0
1000,asocial,2976,0.9933,41.385,0.0019,0.4775,0.000,0
1500,cultural,20,0.0067,61.168,0.0786,0.4773,0.000,0
1500,asocial,2975,0.9933,52.952,0.0118,0.4683,0.000,0
2000,cultural,24,0.0080,71.318,0.1363,0.4636,0.000,0
2000,asocial,2975,0.9920,68.627,0.0199,0.4621,0.000,0
2500,cultural,22,0.0073,80.578,0.2914,0.4625,0.000,0
2500,asocial,2972,0.9927,83.479,0.0241,0.4510,0.000,0
