tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,37,0.0123,66.459,0.2613,0.4902,0.000,0
500,asocial,2961,0.9877,48.198,0.0146,0.4669,0.000,0
1000,cultural,52,0.0174,66.889,0.3309,0.4812,0.000,0
1000,asocial,2940,0.9826,77.730,0.0485,0.4693,0.000,0
1500,cultural,57,0.0190,58.176,0.4478,0.4800,0.000,0
1500,asocial,2939,0.9810,102.155,0.0804,0.4784,0.000,0
2000,cultural,43,0.0143,60.556,0.4938,0.4799,0.000,0
2000,asocial,2955,0.9857,111.202,0.0700,0.4838,0.000,0
2500,cultural,29,0.0097,73.161,0.5211,0.4851,0.034,1
2500,asocial,2968,0.9903,109.920,0.0515,0.4936,0.004,1
