tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,243,0.0812,37.573,1.0810,0.4685,0.000,0
500,asocial,2749,0.9188,47.181,0.1265,0.4616,0.000,0
1000,cultural,265,0.0885,49.636,1.3217,0.4583,0.000,0
1000,asocial,2731,0.9115,70.214,0.2632,0.4514,0.000,0
1500,cultural,213,0.0907,52.876,1.4267,0.4581,0.000,0
1500,asocial,2135,0.9093,110.531,0.2591,0.4373,0.000,0
2000,cultural,163,0.0833,55.300,1.4427,0.4574,0.000,0
2000,asocial,1794,0.9167,155.169,0.2233,0.4245,0.001,1
2500,cultural,114,0.0757,59.643,1.4695,0.4587,0.000,0
2500,asocial,1392,0.9243,197.574,0.2126,0.4098,0.001,1
