tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,55,0.0184,38.190,0.0695,0.4716,0.000,0
500,asocial,2941,0.9816,35.925,0.0000,0.4853,0.000,0
1000,cultural,116,0.0387,37.262,0.0938,0.4798,0.000,0
1000,asocial,2881,0.9613,44.364,0.0000,0.4770,0.000,0
1500,cultural,141,0.0471,49.094,0.1563,0.4687,0.000,0
1500,asocial,2854,0.9529,54.618,0.0000,0.4687,0.000,0
2000,cultural,368,0.1228,67.601,0.6210,0.4643,0.000,0
2000,asocial,2628,0.8772,79.478,0.0000,0.4617,0.000,0
2500,cultural,584,0.1948,58.933,0.7828,0.4711,0.000,0
2500,asocial,2414,0.8052,93.338,0.0000,0.4492,0.000,0
