tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,53.836,0.0604,0.4934,0.000,0
500,asocial,2980,0.9933,33.750,0.0010,0.4849,0.000,0
1000,cultural,20,0.0067,45.972,0.0649,0.4934,0.000,0
1000,asocial,2980,0.9933,41.638,0.0016,0.4774,0.000,0
1500,cultural,20,0.0067,40.695,0.1303,0.4934,0.000,0
1500,asocial,2975,0.9933,50.301,0.0033,0.4706,0.000,0
2000,cultural,20,0.0067,35.981,0.1332,0.4934,0.000,0
2000,asocial,2979,0.9933,58.212,0.0026,0.4657,0.000,0
2500,cultural,15,0.0050,25.116,0.1332,0.5032,0.000,0
2500,asocial,2982,0.9950,64.696,0.0024,0.4557,0.000,0
