tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,55,0.0184,38.190,0.0695,0.4716,0.000,0
500,asocial,2941,0.9816,35.925,0.0000,0.4853,0.000,0
1000,cultural,116,0.0387,37.262,0.0938,0.4798,0.000,0
1000,asocial,2881,0.9613,44.364,0.0000,0.4770,0.000,0
1500,cultural,141,0.0471,48.965,0.1545,0.4727,0.000,0
1500,asocial,2853,0.9529,54.547,0.0000,0.4679,0.000,0
2000,cultural,125,0.0417,69.987,0.2240,0.4550,0.000,0
2000,asocial,2871,0.9583,75.381,0.0000,0.4651,0.000,0
2500,cultural,112,0.0374,94.244,0.2725,0.4543,0.000,0
2500,asocial,2886,0.9626,92.912,0.0000,0.4678,0.000,0
