tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,339,0.1133,34.240,0.2435,0.4813,0.000,0
500,asocial,2653,0.8867,30.029,0.0000,0.4804,0.000,0
1000,cultural,976,0.3256,37.556,1.1173,0.4863,0.000,0
1000,asocial,2022,0.6744,38.822,0.0000,0.4772,0.000,0
1500,cultural,1152,0.3846,49.766,1.9454,0.4729,0.000,0
1500,asocial,1843,0.6154,46.079,0.0000,0.4711,0.000,0
2000,cultural,1193,0.3986,61.284,2.7148,0.4570,0.000,0
2000,asocial,1800,0.6014,53.987,0.0000,0.4635,0.000,0
2500,cultural,1036,0.4159,78.101,3.0701,0.4512,0.005,1
2500,asocial,1455,0.5841,60.697,0.0000,0.4627,0.000,0
