tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,58.974,0.1170,0.4967,0.000,0
500,asocial,2976,0.9933,35.471,0.0048,0.4855,0.000,0
1000,cultural,20,0.0067,48.665,0.5459,0.4967,0.000,0
1000,asocial,2977,0.9933,41.211,0.1235,0.4780,0.000,0
1500,cultural,18,0.0060,49.995,1.3317,0.5055,0.056,1
1500,asocial,2977,0.9940,49.733,0.2602,0.4756,0.013,1
2000,cultural,20,0.0067,39.219,1.5191,0.5045,0.050,1
2000,asocial,2975,0.9933,58.489,0.2768,0.4639,0.018,1
2500,cultural,19,0.0063,39.474,1.7281,0.5008,0.053,1
2500,asocial,2977,0.9937,62.915,0.2740,0.4546,0.020,1
