tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,62.303,0.0841,0.4939,0.000,0
500,asocial,2978,0.9933,35.582,0.0017,0.4843,0.000,0
1000,cultural,20,0.0067,53.598,0.1244,0.4939,0.000,0
1000,asocial,2979,0.9933,47.207,0.0035,0.4779,0.000,0
1500,cultural,20,0.0067,55.460,0.1526,0.4939,0.000,0
1500,asocial,2976,0.9933,61.412,0.0111,0.4725,0.000,0
2000,cultural,20,0.0067,50.532,0.2812,0.4939,0.000,0
2000,asocial,2978,0.9933,73.354,0.0235,0.4625,0.000,0
2500,cultural,16,0.0053,35.995,0.2940,0.4935,0.000,0
2500,asocial,2982,0.9947,85.437,0.0187,0.4442,0.000,0
