tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,74.662,0.0139,0.5135,0.000,0
500,asocial,2979,0.9933,37.745,0.0001,0.4916,0.000,0
1000,cultural,20,0.0067,64.698,0.0347,0.5135,0.000,0
1000,asocial,2978,0.9933,42.456,0.0004,0.4841,0.000,0
1500,cultural,20,0.0067,56.827,0.0722,0.5135,0.000,0
1500,asocial,2976,0.9933,48.726,0.0014,0.4800,0.000,0
2000,cultural,12,0.0040,50.132,0.1228,0.5195,0.000,0
2000,asocial,2985,0.9960,56.373,0.0071,0.4762,0.000,0
2500,cultural,4,0.0013,53.761,0.1343,0.5065,0.000,0
2500,asocial,2991,0.9987,63.479,0.0548,0.4683,0.000,0
