tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,59.274,0.1335,0.4921,0.000,0
500,asocial,2977,0.9933,35.856,0.0036,0.4849,0.000,0
1000,cultural,20,0.0067,52.722,0.1381,0.4921,0.000,0
1000,asocial,2978,0.9933,44.024,0.0048,0.4787,0.000,0
1500,cultural,19,0.0063,48.104,0.2098,0.4906,0.000,0
1500,asocial,2978,0.9937,53.683,0.0231,0.4721,0.000,0
2000,cultural,17,0.0057,39.079,0.2790,0.4951,0.000,0
2000,asocial,2982,0.9943,67.270,0.0218,0.4628,0.000,0
2500,cultural,14,0.0047,31.899,0.3156,0.4902,0.000,0
2500,asocial,2984,0.9953,76.700,0.0234,0.4463,0.000,0
