tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,102,0.0341,34.817,0.3064,0.4781,0.000,0
500,asocial,2893,0.9659,51.230,0.0050,0.4617,0.000,0
1000,cultural,296,0.0988,52.117,1.2137,0.4698,0.000,0
1000,asocial,2700,0.9012,79.119,0.0278,0.4481,0.000,0
1500,cultural,219,0.0731,54.727,1.3869,0.4710,0.000,0
1500,asocial,2777,0.9269,104.417,0.0298,0.4133,0.000,0
2000,cultural,154,0.0513,61.306,1.4019,0.4686,0.000,0
2000,asocial,2846,0.9487,119.540,0.0522,0.3957,0.000,0
2500,cultural,98,0.0327,74.346,1.4175,0.4680,0.000,0
2500,asocial,2900,0.9673,126.481,0.0436,0.3825,0.000,0
