tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,61.071,0.1758,0.5099,0.000,0
500,asocial,2977,0.9933,38.015,0.0170,0.4913,0.000,0
1000,cultural,20,0.0067,50.027,0.5841,0.5099,0.000,0
1000,asocial,2972,0.9933,43.532,0.0678,0.4834,0.003,1
1500,cultural,20,0.0067,36.233,0.8724,0.5099,0.150,1
1500,asocial,2979,0.9933,54.070,0.1635,0.4763,0.006,1
2000,cultural,17,0.0057,43.482,1.1412,0.5088,0.176,1
2000,asocial,2976,0.9943,67.587,0.3000,0.4632,0.010,1
2500,cultural,17,0.0057,34.601,1.2353,0.5014,0.118,1
2500,asocial,2976,0.9943,78.860,0.3942,0.4449,0.015,1
