tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,63.753,0.0918,0.4785,0.000,0
500,asocial,2979,0.9933,36.342,0.0055,0.4806,0.000,0
1000,cultural,20,0.0067,56.025,0.3544,0.4785,0.000,0
1000,asocial,2979,0.9933,43.870,0.0205,0.4725,0.000,0
1500,cultural,19,0.0063,50.310,0.4629,0.4901,0.000,0
1500,asocial,2978,0.9937,54.391,0.0825,0.4649,0.000,0
2000,cultural,13,0.0043,46.481,0.6633,0.4846,0.000,0
2000,asocial,2986,0.9957,70.850,0.1513,0.4539,0.000,0
2500,cultural,12,0.0040,36.885,0.7775,0.4833,0.000,0
2500,asocial,2986,0.9960,81.889,0.1537,0.4493,0.000,0
