tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,22,0.0074,58.233,0.0428,0.4951,0.000,0
500,asocial,2971,0.9926,32.963,0.0004,0.4822,0.000,0
1000,cultural,22,0.0073,51.530,0.0814,0.4951,0.000,0
1000,asocial,2977,0.9927,39.884,0.0015,0.4682,0.000,0
1500,cultural,21,0.0070,48.015,0.1310,0.4949,0.000,0
1500,asocial,2978,0.9930,45.348,0.0061,0.4558,0.000,0
2000,cultural,23,0.0077,30.811,0.2226,0.4861,0.000,0
2000,asocial,2976,0.9923,51.086,0.0091,0.4469,0.000,0
2500,cultural,15,0.0050,30.908,0.2612,0.4602,0.000,0
2500,asocial,2977,0.9950,57.891,0.0091,0.4484,0.000,0
