tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,57.967,0.0834,0.5041,0.000,0
500,asocial,2978,0.9933,33.952,0.0019,0.4809,0.000,0
1000,cultural,20,0.0067,41.752,0.1384,0.5041,0.000,0
1000,asocial,2979,0.9933,39.723,0.0169,0.4780,0.000,0
1500,cultural,19,0.0063,41.590,0.2607,0.5041,0.000,0
1500,asocial,2977,0.9937,49.703,0.0236,0.4668,0.000,0
2000,cultural,11,0.0037,21.804,0.2672,0.5032,0.000,0
2000,asocial,2985,0.9963,62.269,0.0199,0.4577,0.000,0
2500,cultural,7,0.0023,33.110,0.3108,0.5011,0.000,0
2500,asocial,2990,0.9977,70.000,0.0154,0.4441,0.000,0
