tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,70.345,0.0361,0.4883,0.000,0
500,asocial,2979,0.9933,34.830,0.0005,0.4866,0.000,0
1000,cultural,20,0.0067,60.555,0.1520,0.4883,0.000,0
1000,asocial,2977,0.9933,40.785,0.0081,0.4795,0.000,0
1500,cultural,20,0.0067,54.749,0.1855,0.4883,0.000,0
1500,asocial,2977,0.9933,50.325,0.0083,0.4734,0.000,0
2000,cultural,19,0.0063,47.031,0.1871,0.4770,0.000,0
2000,asocial,2978,0.9937,62.276,0.0101,0.4609,0.000,0
2500,cultural,17,0.0057,44.374,0.2669,0.4813,0.000,0
2500,asocial,2980,0.9943,74.451,0.0102,0.4489,0.000,0
