tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,60.847,0.0395,0.4971,0.000,0
500,asocial,2978,0.9933,35.879,0.0003,0.4727,0.000,0
1000,cultural,20,0.0067,54.001,0.0404,0.4971,0.000,0
1000,asocial,2977,0.9933,45.321,0.0003,0.4680,0.000,0
1500,cultural,20,0.0067,47.755,0.0706,0.4971,0.000,0
1500,asocial,2973,0.9933,55.248,0.0015,0.4613,0.000,0
2000,cultural,22,0.0073,39.128,0.2097,0.4780,0.000,0
2000,asocial,2974,0.9927,65.475,0.0089,0.4507,0.000,0
2500,cultural,17,0.0057,43.311,0.3432,0.4830,0.000,0
2500,asocial,2979,0.9943,77.279,0.0207,0.4473,0.000,0
