tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,22,0.0074,58.261,0.0428,0.4952,0.000,0
500,asocial,2969,0.9926,32.959,0.0004,0.4822,0.000,0
1000,cultural,22,0.0073,53.082,0.0629,0.4952,0.000,0
1000,asocial,2972,0.9927,39.976,0.0006,0.4715,0.000,0
1500,cultural,20,0.0067,52.978,0.0996,0.4929,0.000,0
1500,asocial,2976,0.9933,48.372,0.0048,0.4601,0.000,0
2000,cultural,17,0.0057,40.275,0.2173,0.4872,0.000,0
2000,asocial,2979,0.9943,55.799,0.0075,0.4537,0.000,0
2500,cultural,15,0.0050,35.054,0.2298,0.4905,0.000,0
2500,asocial,2977,0.9950,61.831,0.0073,0.4449,0.000,0
