tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,48.968,0.1043,0.5083,0.000,0
500,asocial,2977,0.9933,36.210,0.0028,0.4899,0.000,0
1000,cultural,13,0.0043,48.788,0.1722,0.5057,0.000,0
1000,asocial,2981,0.9957,40.213,0.0253,0.4833,0.000,0
1500,cultural,11,0.0037,44.391,0.4025,0.5082,0.000,0
1500,asocial,2988,0.9963,47.935,0.0690,0.4784,0.000,0
2000,cultural,9,0.0030,47.000,0.4615,0.5130,0.000,0
2000,asocial,2987,0.9970,58.036,0.1621,0.4709,0.000,0
2500,cultural,21,0.0070,33.712,1.0385,0.4492,0.000,0
2500,asocial,2978,0.9930,68.097,0.3943,0.4645,0.000,0
