tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,25,0.0083,41.668,0.0994,0.4962,0.000,0
500,asocial,2970,0.9917,32.002,0.0058,0.4807,0.000,0
1000,cultural,21,0.0070,40.727,0.3097,0.4905,0.000,0
1000,asocial,2978,0.9930,40.280,0.0257,0.4755,0.000,0
1500,cultural,19,0.0063,33.309,0.4417,0.4897,0.000,0
1500,asocial,2976,0.9937,48.232,0.0541,0.4732,0.000,0
2000,cultural,15,0.0050,28.016,0.5541,0.4847,0.000,0
2000,asocial,2982,0.9950,58.502,0.0803,0.4679,0.000,0
2500,cultural,10,0.0033,36.171,0.5900,0.4770,0.000,0
2500,asocial,2980,0.9967,69.992,0.0844,0.4417,0.000,0
