tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,54.337,0.1161,0.4758,0.000,0
500,asocial,2979,0.9933,30.554,0.0131,0.4805,0.000,0
1000,cultural,20,0.0067,54.923,0.1575,0.4758,0.000,0
1000,asocial,2977,0.9933,38.670,0.0205,0.4786,0.000,0
1500,cultural,21,0.0070,35.363,0.1922,0.4773,0.000,0
1500,asocial,2972,0.9930,44.813,0.0287,0.4752,0.000,0
2000,cultural,25,0.0084,27.083,0.2474,0.4910,0.000,0
2000,asocial,2968,0.9916,54.777,0.0451,0.4772,0.000,0
2500,cultural,15,0.0058,22.888,0.3373,0.4967,0.000,0
2500,asocial,2574,0.9942,58.840,0.0572,0.4703,0.003,1
