tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,52,0.0174,43.712,0.6991,0.4694,0.000,0
500,asocial,2945,0.9826,46.710,0.1156,0.4613,0.000,0
1000,cultural,46,0.0154,55.614,0.9377,0.4741,0.000,0
1000,asocial,2948,0.9846,76.804,0.1490,0.4544,0.000,0
1500,cultural,42,0.0140,52.730,0.9621,0.4705,0.000,0
1500,asocial,2955,0.9860,92.060,0.1137,0.4717,0.000,0
2000,cultural,38,0.0127,43.914,1.0013,0.4694,0.000,0
2000,asocial,2959,0.9873,101.872,0.0859,0.4848,0.000,1
2500,cultural,28,0.0093,42.388,1.0293,0.4674,0.000,0
2500,asocial,2968,0.9907,103.238,0.0638,0.4819,0.001,1
