tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,230,0.0769,41.691,1.1000,0.4731,0.000,0
500,asocial,2761,0.9231,47.199,0.1274,0.4620,0.000,0
1000,cultural,273,0.0913,52.935,1.5280,0.4697,0.000,0
1000,asocial,2718,0.9087,73.590,0.2811,0.4571,0.000,0
1500,cultural,221,0.0748,60.676,1.6531,0.4704,0.000,0
1500,asocial,2732,0.9252,102.666,0.2110,0.4891,0.000,0
2000,cultural,181,0.0726,62.219,1.7368,0.4707,0.055,1
2000,asocial,2311,0.9274,139.519,0.1890,0.4783,0.004,1
2500,cultural,121,0.0568,73.718,1.7287,0.4619,0.050,1
2500,asocial,2011,0.9432,166.113,0.1684,0.4602,0.005,1
