tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,35,0.0117,65.818,0.8837,0.4606,0.000,0
500,asocial,2962,0.9883,56.918,0.1890,0.4573,0.000,0
1000,cultural,35,0.0117,56.679,1.2848,0.4513,0.000,0
1000,asocial,2955,0.9883,73.491,0.2632,0.4476,0.000,0
1500,cultural,28,0.0119,98.264,1.2597,0.4365,0.000,0
1500,asocial,2326,0.9881,99.732,0.2480,0.4358,0.000,0
2000,cultural,22,0.0073,159.266,1.2461,0.4295,0.000,0
2000,asocial,2974,0.9927,116.079,0.1667,0.4455,0.000,0
2500,cultural,19,0.0063,188.987,1.2430,0.4239,0.000,0
2500,asocial,2976,0.9937,133.141,0.1236,0.4491,0.000,0
