tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,27,0.0090,91.518,0.1693,0.4896,0.000,0
500,asocial,2965,0.9910,46.213,0.0061,0.4634,0.000,0
1000,cultural,90,0.0301,33.710,0.5264,0.4931,0.000,0
1000,asocial,2904,0.9699,62.871,0.0121,0.4579,0.000,0
1500,cultural,68,0.0251,33.655,0.7238,0.4905,0.000,0
1500,asocial,2637,0.9749,82.299,0.0318,0.4497,0.000,0
2000,cultural,40,0.0147,33.365,0.7627,0.4861,0.000,0
2000,asocial,2673,0.9853,95.059,0.0483,0.4428,0.000,0
2500,cultural,25,0.0120,34.405,0.7803,0.4748,0.000,0
2500,asocial,2062,0.9880,122.286,0.0559,0.4299,0.000,0
