tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,20,0.0067,55.983,0.1617,0.4741,0.000,0
500,asocial,2975,0.9933,30.146,0.0125,0.4764,0.001,1
1000,cultural,20,0.0067,62.124,0.2501,0.4741,0.000,0
1000,asocial,2972,0.9933,37.872,0.0353,0.4776,0.002,1
1500,cultural,20,0.0067,42.275,0.3441,0.4759,0.000,0
1500,asocial,2977,0.9933,47.011,0.0489,0.4727,0.001,1
2000,cultural,20,0.0067,37.686,0.4175,0.4759,0.000,0
2000,asocial,2973,0.9933,57.446,0.0501,0.4686,0.002,1
2500,cultural,18,0.0066,28.086,0.5069,0.4734,0.056,1
2500,asocial,2705,0.9934,69.989,0.0536,0.4583,0.004,1
