tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,21,0.0070,52.579,0.0487,0.5055,0.000,0
500,asocial,2976,0.9930,32.008,0.0031,0.4823,0.000,0
1000,cultural,20,0.0067,53.154,0.1235,0.5041,0.000,0
1000,asocial,2977,0.9933,40.202,0.0102,0.4782,0.000,0
1500,cultural,19,0.0063,37.142,0.3016,0.4960,0.000,0
1500,asocial,2978,0.9937,48.867,0.0117,0.4726,0.000,0
2000,cultural,14,0.0047,39.954,0.3497,0.4966,0.000,0
2000,asocial,2980,0.9953,62.519,0.0231,0.4669,0.000,0
2500,cultural,12,0.0040,46.346,0.7465,0.4939,0.000,0
2500,asocial,2986,0.9960,72.866,0.0636,0.4596,0.000,0
