tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,22,0.0073,65.640,0.0715,0.4814,0.000,0
500,asocial,2974,0.9927,34.386,0.0066,0.4795,0.000,0
1000,cultural,22,0.0073,63.572,0.2586,0.4814,0.000,0
1000,asocial,2976,0.9927,46.105,0.0384,0.4703,0.000,0
1500,cultural,20,0.0067,61.926,0.4679,0.4796,0.000,0
1500,asocial,2977,0.9933,59.979,0.0494,0.4585,0.000,0
2000,cultural,22,0.0073,39.651,0.5292,0.4784,0.000,0
2000,asocial,2975,0.9927,71.082,0.0486,0.4497,0.000,0
2500,cultural,18,0.0060,31.547,0.5595,0.4885,0.000,0
2500,asocial,2979,0.9940,79.638,0.0601,0.4416,0.000,0
