tick,strategy,count,freq,mean_energy,mean_skill,mean_iq,mean_era,max_era
500,cultural,46,0.0154,71.923,0.2583,0.4761,0.000,0
500,asocial,2942,0.9846,48.868,0.0424,0.4500,0.000,0
1000,cultural,42,0.0170,95.653,0.6033,0.4782,0.000,0
1000,asocial,2429,0.9830,78.439,0.0778,0.4276,0.000,0
1500,cultural,37,0.0174,105.473,0.6582,0.4806,0.000,0
1500,asocial,2088,0.9826,106.687,0.0753,0.4025,0.000,0
2000,cultural,44,0.0185,57.913,0.6077,0.4343,0.000,0
2000,asocial,2330,0.9815,116.818,0.0527,0.4393,0.000,0
2500,cultural,29,0.0176,61.195,0.4886,0.4368,0.000,0
2500,asocial,1617,0.9824,162.871,0.0516,0.4210,0.000,0
